id,name,height,date_of_birth,known_for_movies
nm0910278,Julie Walters,81,22-02-1950,
nm0910381,Thorley Walters,150,12-05-1913,
nm0910403,Wade Walthall,150,,
nm0910485,Cecilia Walton,150,20-11-1952,
nm0910607,Christoph Waltz,81,04-10-1956,
nm0910610,Lisa Waltz,150,31-08-1961,
nm0910862,Dave Wang,81,20-10-1962,
nm0910869,Chung Wang,81,02-04-1947,
nm0910935,Jean Wang,81,01-08-1970,
nm0911041,Sølvi Wang,150,28-08-1929,
nm0911048,Tian-Lin Wang,150,11-09-1928,
nm0911085,Yao Wang,150,,
nm0911113,Zhiwen Wang,150,25-06-1966,
nm0911334,Matthew Warchus,150,24-10-1966,
nm0911622,Joanna Ward,150,,
nm0911933,Zack Ward,84,31-08-1970,
nm0911976,Zdzislaw Wardejn,150,21-04-1940,
nm0912224,Régis Wargnier,150,18-04-1948,
nm0912270,Todd Waring,84,28-04-1955,
nm0912308,Billy Warlock,84,26-03-1961,
nm0912876,Jerry Warren,150,10-03-1925,
nm0912916,Kiersten Warren,84,04-11-1965,
nm0912979,Nicola Warren,150,,
nm0913048,Susan Warren,150,,
nm0913142,Dan Warry-Smith,150,04-06-1905,
nm0913460,Isaiah Washington,84,03-08-1963,
nm0913496,Lisa Diane Washington,150,,
nm0913559,Motoya Washio,150,,
nm0913585,Audrey Wasilewski,150,26-06-1967,
nm0913773,Michal Waszynski,150,29-09-1904,
nm0913789,Atsushi Watanabe,150,28-11-1947,
nm0913820,Kazushi Watanabe,150,16-09-1976,
nm0914246,Pierre Watkin,84,1889-12-29,
nm0914271,Christine Watkins,150,,
nm0914453,Jack Watling,150,13-01-1923,
nm0914471,Pierre Watrin,150,,
nm0914475,Cynthia Watros,84,02-09-1968,
nm0914972,Harry Watt,150,18-10-1906,
nm0915089,Christian Watton,150,19-11-1927,
nm0915208,Naomi Watts,84,28-09-1968,
nm0915320,Claire Wauthion,150,12-06-1945,
nm0915394,Keoni Waxman,150,30-06-1968,
nm0915465,Shawn Wayans,150,19-01-1971,
nm0915468,Kristina Wayborn,84,24-09-1950,
nm0915865,Jacki Weaver,84,25-05-1947,
nm0915913,Marjorie Weaver,150,02-03-1913,
nm0916031,Bo Webb,150,,
nm0916050,Chloe Webb,84,25-06-1956,
nm0916073,Danny Webb,84,06-06-1958,
nm0916189,Lewin Webb,84,27-09-1964,
nm0916345,Beth Webber,150,04-06-1904,
nm0916424,Peter Webber,150,21-05-1905,
nm0916518,Charlie Weber,84,20-09-1978,
nm0916665,Lois Weber,84,1879-06-13,
nm0916837,Cynthia Webster,84,,
nm0917249,Wyatt Weed,84,,
nm0917403,Sangeetha Weeraratne,150,13-12-1973,
nm0917405,Apichatpong Weerasethakul,150,16-07-1970,
nm0917541,Rafal Wegrzyniak,150,17-11-1974,
nm0917648,Heling Wei,150,14-01-1907,
nm0917669,Te-Sheng Wei,150,16-08-1969,
nm0917836,Jaroslav Weigel,150,02-01-1931,
nm0917848,Robin Weigert,84,07-07-1969,
nm0918109,Denise Weinberg,150,26-04-1965,
nm0918184,Guri Weinberg,150,01-08-1972,
nm0918334,Scott Weinger,84,05-10-1975,
nm0918375,Nina Weinman,150,,
nm0918873,Sam Weisman,150,,
nm0918992,George Weiss,150,,
nm0919339,Frans Weisz,150,23-07-1938,
nm0919369,Paul Weitz,150,19-11-1965,
nm0919378,Katja Weitzenböck,84,10-06-1967,
nm0920038,Titus Welliver,84,12-03-1961,
nm0920077,Ella Wellmann,150,,
nm0920185,Dolly Wells,84,05-12-1971,
nm0920455,Tracy Wells,84,13-03-1971,
nm0920460,Vernon Wells,84,31-12-1945,
nm0920574,Milton Welsh,84,03-02-1969,
nm0920628,Ariadne Welter,150,29-06-1930,
nm0920679,Laurie Weltz,150,,
nm0920735,Robert Chung,150,02-04-1905,
nm0920992,David Wenham,84,21-09-1965,
nm0921276,Jan Werich,150,26-02-1905,
nm0921289,George Pepper,150,,
nm0921411,Ilse Werner,150,11-07-1921,
nm0921468,Rainer Werner,150,,
nm0921596,Nina Werth,150,01-09-1967,
nm0921632,Massimo Wertmüller,150,13-08-1956,
nm0922035,Dominic West,84,15-10-1969,
nm0922342,Shane West,84,10-06-1978,
nm0922346,Simon West,150,14-05-1905,
nm0922505,Helen Westcott,150,01-01-1928,
nm0922518,Gordon Wescourt,150,25-10-1938,
nm0922520,Robert Jan Westdijk,150,17-05-1905,
nm0922874,Mark S. Westmore,150,,
nm0922935,David Weston,150,28-07-1938,
nm0922995,Michael Weston,84,25-10-1973,
nm0923044,Kulle Westphal,150,,
nm0923105,Tara Westwood,84,,
nm0923266,Merritt Wever,84,11-08-1980,
nm0923279,Christian Wewerka,150,30-07-1961,
nm0923317,Milton Wexler,150,24-08-1908,
nm0923554,Ing-Sik Whang,150,23-04-1905,
nm0923611,Roger Whately,150,,
nm0923613,Claude Whatham,150,07-12-1927,
nm0923664,Alan Wheatley,150,19-04-1907,
nm0923774,Bert Wheeler,84,1895-04-07,
nm0923852,Jane Wheeler,150,,
nm0923959,Scott Wheeler,150,11-09-1964,
nm0924063,Thomas Whelan,150,,
nm0924154,Shea Whigham,84,05-01-1969,
nm0924442,Alice White,84,25-08-1904,
nm0924552,Brian White,84,21-04-1975,
nm0924667,David White,150,,
nm0924853,Harold White,150,23-12-1923,
nm0925033,Julie White,84,04-06-1961,
nm0925220,Michael Jai White,84,10-11-1967,
nm0925804,Jon Whiteley,150,19-02-1945,
nm0926165,Mae Whitman,84,09-06-1988,
nm0926172,Richard Ray Whitman,150,,
nm0926592,Margaret Whitton,84,30-11-1949,
nm0926728,Leonard Wibberley,150,09-04-1915,
nm0926757,Manuel Wiborg,150,09-01-1968,
nm0926795,Rudolf Wichmann,150,14-12-1946,
nm0927015,Scott Wickware,150,,
nm0927240,Robert Wieckiewicz,84,30-06-1967,
nm0927431,Brita Wielopolska,150,13-01-1951,
nm0927445,Robert Wiemer,150,,
nm0927887,Dan Wigutow,150,,
nm0927898,Marian Wihak,150,,
nm0927992,Michael Wikes,150,,
nm0928283,Steve Wilcox,150,,
nm0928644,W. Lee Wilder,150,22-08-1904,
nm0928691,Gavin Wilding,150,,
nm0928736,Dawn Wildsmith,150,11-06-1963,
nm0928795,Michael Shamus Wiles,84,27-10-1955,
nm0928844,Jan Wiley,150,23-02-1916,
nm0929146,Andrew W.K.,84,09-05-1979,
nm0929178,Mattie Wilkes,150,1875-02-14,
nm0930226,Caroline Williams,84,27-03-1957,
nm0930570,Evan Williams,84,,
nm0930617,Gareth Williams,84,,
nm0930637,Gary Anthony Williams,84,14-03-1966,
nm0930707,Gregory Alan Williams,150,12-06-1956,
nm0930795,Isaac Williams,150,,
nm0930864,Jay Williams,150,31-05-1914,
nm0931228,Mark Williams,150,,
nm0931404,Olivia Williams,84,26-07-1968,
nm0931547,Robert B. Williams,150,23-09-1904,
nm0931954,Yvonne Williams,150,,
nm0932078,Kevin Williamson,84,14-03-1965,
nm0932293,Christian Willis,84,,
nm0932565,Dave Willock,150,13-08-1909,
nm0932706,Scott Wills,150,,
nm0932797,Eva Wilma,150,14-12-1933,
nm0932831,Larry Wilmore,150,30-10-1961,
nm0932870,André Wilms,84,29-04-1947,
nm0932873,Dominique Wilms,150,08-06-1930,
nm0932912,Jay Wilsey,150,1896-02-06,
nm0932992,Andrew Wilson,84,22-08-1964,
nm0933002,Andy Wilson,150,01-05-1958,
nm0933096,Brian Anthony Wilson,84,22-02-1960,
nm0933156,Chandra Wilson,84,27-08-1969,
nm0933281,Debra Wilson,84,26-04-1962,
nm0933310,Don Wilson,84,10-09-1954,
nm0933361,Elizabeth Wilson,84,04-04-1921,
nm0933720,Kirk Wilson,150,16-07-1971,
nm0933727,Lambert Wilson,84,03-08-1958,
nm0933810,Marie Wilson,84,19-08-1916,
nm0933940,Patrick Wilson,84,03-07-1973,
nm0934008,Reno Wilson,84,20-01-1969,
nm0934136,Sheree J. Wilson,84,12-12-1958,
nm0934161,Stanley Wilson,150,25-11-1915,
nm0934230,Todd Wilson,150,16-05-1905,
nm0934362,Penelope Wilton,150,03-06-1946,
nm0934483,Kurt Wimmer,150,17-05-1905,
nm0934637,Jeff Wincott,84,08-05-1956,
nm0934714,Geneviève Winding,150,27-11-1927,
nm0934798,Marie Windsor,84,11-12-1919,
nm0934868,R. Winer,150,,
nm0934955,Leslie Wing,150,,
nm0935194,Anthony C. Winkler,150,25-02-1942,
nm0935300,Jean-Marie Winling,150,30-04-1905,
nm0935399,Lucyna Winnicka,150,14-07-1928,
nm0935423,Danielle Winits,84,05-12-1973,
nm0935441,Marissa Jaret Winokur,84,02-02-1973,
nm0935529,Edoardo Winspeare,150,14-09-1965,
nm0935533,Michele Winstanley,150,17-05-1905,
nm0935541,Mary Elizabeth Winstead,84,28-11-1984,
nm0935653,Ray Winstone,84,19-02-1957,
nm0935921,Dean Winters,84,20-07-1964,
nm0935922,Deborah Winters,150,27-11-1953,
nm0935975,Michael Winters,150,,
nm0935996,Roland Winters,84,22-11-1904,
nm0936198,Billy Wirth,84,23-06-1962,
nm0936259,Ole Wisborg,150,14-08-1925,
nm0936315,Bill Wise,84,,
nm0936949,Leopold Witte,84,28-05-1959,
nm0937040,Carlotta Wittig,150,,
nm0937239,Tom Wlaschiha,84,20-06-1973,
nm0937317,John Woehrle,150,,
nm0937556,Maciej Wojtyszko,150,16-04-1946,
nm0937557,Johanna Wokalek,84,03-03-1975,
nm0937592,Charles Wolcott,150,29-09-1906,
nm0937748,Fred Wolf,84,07-11-1964,
nm0937801,Lynn Wolf,150,,
nm0938132,Ronald Wolfe,150,08-08-1922,
nm0938231,Frank Wolff,84,11-05-1928,
nm0938482,Judith Wolinsky,150,27-01-1950,
nm0938623,Sven Wollter,84,11-01-1934,
nm0938630,Dan Wolman,150,28-10-1941,
nm0938828,Mark Womack,84,13-05-1905,
nm0938893,Anthony Chau-Sang Wong,84,02-09-1961,
nm0938939,Arthur Wong,150,,
nm0938954,Bill Wong,150,,
nm0939102,Hing-Dong Wong,150,,
nm0939147,Jing Wong,150,03-05-1955,
nm0939409,Wyman Wong,150,21-05-1969,
nm0939451,Mirta Wons,150,,
nm0939454,Arthur Wontner,150,1875-01-21,
nm0939517,Adam Wood,150,,
nm0939540,Andrés Wood,150,18-05-1905,
nm0939629,D. Wood,150,,
nm0939697,Evan Rachel Wood,84,07-09-1987,
nm0939836,Lana Wood,84,01-03-1946,
nm0939869,Martin Wood,150,,
nm0939925,Patricio Wood,150,31-01-1961,
nm0939992,Sam Wood,84,1883-07-10,
nm0940089,Wilson Wood,150,11-02-1915,
nm0940124,Bob Woodward,150,26-03-1943,
nm0940247,Gitta Woodfield,150,18-02-1921,
nm0940526,Buck Woods,150,05-04-1905,
nm0940766,Robert W. Woods,150,07-02-1928,
nm0940854,Jim Woodside,150,,
nm0940923,Frances Woodward,150,,
nm0940950,Jonathan M. Woodward,84,20-11-1973,
nm0941103,Chuck Woolery,84,16-03-1941,
nm0941374,Tom Wopat,84,09-09-1951,
nm0941777,Sam Worthington,84,02-08-1976,
nm0941811,Sönke Wortmann,150,25-08-1959,
nm0941857,Walter Wottitz,150,25-03-1905,
nm0942202,Angus Wright,84,11-11-1964,
nm0942925,Whittni Wright,150,09-06-1905,
nm0943050,Barbara Wrzesinska,150,15-01-1938,
nm0943079,Daniel Wu,84,30-09-1974,
nm0943099,Hsing-Kuo Wu,150,12-04-1953,
nm0943237,Robert Wuhl,84,09-10-1951,
nm0943382,Rudy Wurlitzer,150,21-04-1905,
nm0943758,William Wyler,84,01-07-1902,
nm0943837,Jane Wyman,84,05-01-1917,
nm0943944,Joel D. Wynkoop,84,24-08-1960,
nm0944087,Diana Wynyard,84,16-01-1906,
nm0944297,Harry Wüstenhagen,150,11-01-1928,
nm0944464,Yu Xia,84,06-10-1978,
nm0944687,Emmanuel Xuereb,150,18-05-1905,
nm0944779,Kaoru Yachigusa,84,06-01-1931,
nm0944833,Narsing Yadav,150,,
nm0944834,Raghuvir Yadav,150,25-06-1957,
nm0944937,Shinobu Yaguchi,150,30-05-1967,
nm0944985,Akiko Yajima,84,04-05-1967,
nm0945026,Boaz Yakin,150,19-05-1905,
nm0945048,Tonis Giakovakis,150,14-04-1905,
nm0945061,Aleksei Yakovlev,150,11-01-1940,
nm0945094,Elena Yakovleva,150,05-03-1961,
nm0945129,Hiroko Yakushimaru,84,09-06-1964,
nm0945131,Kôji Yakusho,84,01-01-1956,
nm0945189,Simon Yam,84,19-03-1955,
nm0945290,Kôichi Yamadera,84,17-06-1961,
nm0945299,Isao Yamagata,150,25-07-1915,
nm0945357,Takuji Yamaguchi,150,,
nm0945449,Masashi Yamamoto,150,24-01-1956,
nm0945451,Mataichirô Yamamoto,150,,
nm0945455,Michio Yamamoto,150,06-07-1933,
nm0945500,Tarô Yamamoto,84,24-11-1974,
nm0945537,Sadao Yamanaka,150,07-11-1909,
nm0945724,Takashi Yamazaki,150,17-05-1905,
nm0945734,Tsutomu Yamazaki,84,02-12-1936,
nm0945839,Toshirô Yanagiba,150,03-01-1961,
nm0945882,Don Yanan,84,14-06-1951,
nm0946063,Tao Yang,150,,
nm0946159,Ivan Yankovskiy,150,30-10-1990,
nm0946321,Robert Yap,150,,
nm0946382,Cedric Yarbrough,84,20-03-1973,
nm0946474,Michael Yarmush,84,19-06-1982,
nm0946638,Kimiyoshi Yasuda,150,15-02-1911,
nm0946660,Shôji Yasui,150,16-08-1928,
nm0946695,Hajime Yatate,150,,
nm0946734,David Yates,84,08-10-1963,
nm0946941,Tomonori Yazaki,150,,
nm0946962,José María Yazpik,150,13-11-1970,
nm0947105,Irvin S. Yeaworth Jr.,150,14-02-1926,
nm0947278,Tatyana Yegorova,150,08-01-1944,
nm0947345,Yalçin Yelence,150,,
nm0947410,Marius Yelolo,150,,
nm0947447,Donnie Yen,84,27-07-1963,
nm0947665,Gary Yershon,150,02-11-1954,
nm0947729,Raisa Yesipova,150,05-03-1906,
nm0947951,Stelios Yiakmis,84,,
nm0947999,Can Yilmaz,150,,
nm0948000,Cem Yilmaz,84,23-04-1973,
nm0948012,Serra Yilmaz,150,07-05-1905,
nm0948015,Kerem Yilmazer,150,28-04-1905,
nm0948027,Soon-rye Yim,150,13-05-1905,
nm0948078,Ruocheng Ying,150,12-04-1905,
nm0948112,Cecilia Yip,150,08-03-1962,
nm0948145,Wai Man Yip,150,,
nm0948185,An-Shun Yu,150,05-11-1967,
nm0948267,Dwight Yoakam,84,23-10-1956,
nm0948272,Malik Yoba,84,17-09-1967,
nm0948596,Sang-Hyo Yook,150,,
nm0948696,Francine York,84,26-08-1936,
nm0948833,Rick Yorn,150,21-05-1905,
nm0948989,Mitsuko Yoshikawa,150,21-06-1901,
nm0949031,Kôzaburô Yoshimura,150,09-09-1911,
nm0949105,Ken Yoshizawa,150,,
nm0949167,Ji-Tae Yoo,84,13-04-1976,
nm0949181,Tim Youd,150,,
nm0949210,Michaël Youn,84,02-12-1973,
nm0949292,Bellamy Young,84,19-02-1970,
nm0949350,Burt Young,84,30-04-1940,
nm0949449,David Young,150,,
nm0949540,Fernanda Young,150,01-05-1970,
nm0949558,Gary Young,150,,
nm0950226,Ben Younger,150,07-10-1972,
nm0950361,Nasiruddin Yousuff,150,,
nm0950426,Pitipol Ybarra,150,,
nm0950459,Andrew Yu,150,,
nm0950482,Dennis Yu,150,,
nm0950544,Nan Yu,84,05-09-1978,
nm0950701,Alan Yuen,150,,
nm0950751,Shun-Yee Yuen,150,,
nm0950759,Woo-Ping Yuen,150,01-01-1945,
nm0950775,Jennifer Yuh Nelson,150,07-05-1972,
nm0950834,Isao Yukisada,150,03-08-1968,
nm0950867,Harris Yulin,84,05-11-1937,
nm0950890,Kaoru Yumi,150,12-11-1950,
nm0950938,Yvonne Hung Yung,150,17-09-1968,
nm0951014,Pyotr Yurchenkov,150,08-07-1951,
nm0951020,Kadri Yurdatap,150,15-04-1905,
nm0951091,Savas Yurttas,150,27-04-1905,
nm0951134,Vadim Yusov,150,20-04-1929,
nm0951175,Iosif Yutsevich,150,,
nm0951305,Kamuran Yüce,150,09-04-1905,
nm0951520,Jonathan Zaccaï,150,22-07-1970,
nm0951597,Steffen Zacharias,150,11-04-1927,
nm0951599,Steve Zacharias,150,02-06-1947,
nm0951711,Antonin Zacpal,150,22-11-1908,
nm0951896,Liliana Zagra,150,,
nm0952067,Shama Zaidi,150,,
nm0952077,Dervis Zaim,150,,
nm0952166,Vladimir Zaykin,150,09-04-1959,
nm0952272,Mark Zakharov,150,13-10-1933,
nm0952624,Florin Zamfirescu,150,12-04-1949,
nm0952627,Raluca Zamfirescu,150,01-11-1924,
nm0952737,Luigi Zampa,150,02-01-1905,
nm0952796,Elio Zamuto,150,01-05-1941,
nm0952848,Michael Zand,150,,
nm0952854,Masud Zandbegleh,150,,
nm0952910,Jessica Zandén,150,28-03-1957,
nm0953025,Bruno Zanin,150,09-04-1951,
nm0953057,Riccardo Zannantonio,150,,
nm0953458,Giancarlo Zarfati,150,07-02-1947,
nm0953554,Melpo Zarokosta,150,16-04-1905,
nm0953584,Ali Reza Zarrin,150,,
nm0953882,David Zayas,84,15-08-1962,
nm0954066,Arunas Zebriunas,150,08-08-1931,
nm0954102,Ljubo Zecevic,150,27-07-1958,
nm0954157,Lucie Zednícková,150,15-11-1968,
nm0954162,Pavel Zednícek,150,01-11-1949,
nm0954225,Kevin Zegers,84,19-09-1984,
nm0954380,Ingmar Zeisberg,150,17-02-1933,
nm0954571,Zeke Zelker,150,,
nm0954704,Roschdy Zem,84,28-09-1965,
nm0954722,Joshua Zeman,150,,
nm0954780,Vladimir Zemlyanikin,150,27-10-1933,
nm0955188,Hanna Zetterberg,150,15-02-1973,
nm0955195,Mai Zetterling,84,24-05-1925,
nm0955270,Takahisa Zeze,150,13-05-1905,
nm0955443,Yimou Zhang,150,14-11-1951,
nm0955471,Ziyi Zhang,84,09-02-1979,
nm0955499,Qiang Zhao,150,,
nm0955505,Wei Zhao,84,12-03-1976,
nm0955541,Mikhail Zharov,150,1899-10-27,
nm0955782,Xun Zhou,84,18-10-1974,
nm0955815,Mimi Chu,150,26-10-1954,
nm0956026,Malik Zidi,84,14-02-1975,
nm0956544,Efrem Zimbalist Jr.,84,30-11-1918,
nm0957037,Meredith Zinner,150,,
nm0957050,Victoria Zinny,150,13-05-1943,
nm0957185,Bojan Zirovic,84,26-01-1971,
nm0957257,Chuck Zito,84,01-03-1953,
nm0957288,Greg Zittel,150,,
nm0957460,Adrian Zmed,84,14-03-1954,
nm0957468,Artur Zmijewski,84,10-04-1966,
nm0957505,Craig Zobel,150,,
nm0957668,Salah Dhulfeqar,150,18-01-1926,
nm0957678,Wanda Zólkiewska,150,10-01-1912,
nm0957794,Erick Zonca,150,10-09-1956,
nm0957946,Camelia Zorlescu,150,02-05-1938,
nm0957955,Danny Zorn,84,14-07-1972,
nm0958206,Waleed Zuaiter,84,19-01-1971,
nm0958520,Arianne Zucker,84,03-06-1974,
nm0958573,Izzuddin Dhulfeqar,150,28-10-1919,
nm0958831,Yoshitaka Zushi,150,19-03-1955,
nm0959003,Stefan Zweig,150,1881-11-28,
nm0959034,Joel Zwick,150,11-01-1942,
nm0959113,Elsa Zylberstein,150,16-10-1968,
nm0959255,Christian Zübert,150,27-08-1973,
nm0959304,Roberto Álamo,150,23-05-1905,
nm0959313,Miguel Ángel Álvarez,150,25-08-1941,
nm0959889,Tulug Çizgen,150,25-05-1948,
nm0959891,Necmettin Çobanoglu,150,06-05-1905,
nm0959916,Pierre Étaix,150,23-11-1928,
nm0959936,Shôzô Îzuka,84,23-05-1933,
nm0959961,Guðmundur Ólafsson,150,14-12-1951,
nm0959964,Eszter Ónodi,150,17-02-1973,
nm0960001,Reiko Ônobuta,150,,
nm0960104,Tim Seyfi,84,10-08-1971,
nm0960321,Anne Østerud,150,23-04-1964,
nm0960495,Bruno Ascenzo,150,,
nm0960950,Darren Geare,150,18-07-1977,
nm0961121,Gabriella Hámori,150,01-11-1978,
nm0961287,Tamás Lengyel,150,07-09-1977,
nm0962261,Will Kemp,84,29-06-1977,
nm0962323,Brett Moses,150,,
nm0962359,James Phelps,84,25-02-1986,
nm0962398,Christopher Showerman,84,24-06-1971,
nm0962476,Naomi Akimoto,84,13-01-1963,
nm0962647,Camille Brown,150,,
nm0968405,Adam Campbell,84,19-08-1980,
nm0968541,Oksana Akinshina,84,19-04-1987,
nm0969505,Kunickaa Sadanand,84,27-02-1964,
nm0969687,Ibrahima Mbaye,150,,
nm0969901,Wayne Grayson,84,22-09-1974,
nm0970067,Toni Ann Rossi,84,20-07-1969,
nm0970211,Gudi Sintara,150,,
nm0970866,Matthew Ewald,150,13-10-1982,
nm0972237,Fred Miller,150,,
nm0972612,Alice Bendová,84,01-11-1973,
nm0972622,Sara West,84,,
nm0972851,Luke Benward,84,12-05-1995,
nm0973177,Kyle Gallner,84,22-10-1986,
nm0973775,Fausto Maria Sciarappa,84,,
nm0973945,Tom Vermeir,150,,
nm0974575,Brian Tee,84,15-03-1977,
nm0974597,Yue Wu,84,25-04-1976,
nm0974692,Mariya Kuznetsova,150,17-02-1950,
nm0988895,Rita Assemany,150,,
nm0989002,Joeri Busschots,150,09-06-1905,
nm0989106,Ketki Dave,150,30-08-1960,
nm0989495,Teun Kuilboer,150,21-09-1982,
nm0989781,Efi Pikoula,150,12-05-1905,
nm0989920,Kimberly Seilhamer,150,13-01-1967,
nm0989959,Ksenia Solo,84,01-10-1987,
nm0989998,Chao-Bin Su,150,,
nm0990167,Carlos André Zalasik,150,,
nm0990547,Daniel Mays,84,31-03-1978,
nm0991511,Max Boublil,150,03-06-1905,
nm0991810,Mahershala Ali,84,16-02-1974,
nm0991936,Shinshô Nakamaru,150,25-04-1949,
nm0992000,Arjun Rampal,84,26-11-1972,
nm0992340,Masahiko Abe,150,,
nm0992538,Steve Howey,84,12-07-1977,
nm0992915,Beate Brüggmann,150,,
nm0992937,Jeanie Chang,150,,
nm0992979,Jenny Deheyder,150,,
nm0993204,Mizuho Nakagawa,150,17-01-1961,
nm0993220,Ayako Ôta,150,01-01-1960,
nm0993343,Yûka Takemura,150,,
nm0993503,Alice De Graef,150,16-03-1930,
nm0993617,Ran Masaki,84,26-07-1965,
nm0993647,Setsuko Ogawa,150,21-03-1952,
nm0993783,Aaron Stielstra,84,,
nm0994299,Arild Fröhlich,150,22-09-1972,
nm0994402,Roberto Pérez Toledo,150,01-04-1978,
nm0994562,Olivier Peyon,150,22-05-1905,
nm0996016,Fan Pan,150,,
nm0996646,Toby Chu,150,11-08-1977,
nm0996651,Greg Cipes,84,04-01-1980,
nm0996669,Common,84,13-03-1972,
nm0997115,Miyu Irino,150,19-02-1988,
nm0997246,Hitomi Kobayashi,84,02-09-1963,
nm0997433,Veena Malik,84,26-02-1984,
nm0997841,Hervé Renoh,150,,
nm0998389,Sang-gon Yoo,150,,
nm0998846,Alfredo Castro,84,19-12-1955,
nm0998941,Christo Jivkov,84,18-02-1975,
nm0999075,Romeo Miller,84,19-08-1989,
nm0999099,James Snyder,150,07-02-1981,
nm0999689,Erick Gosse,84,05-08-1970,
nm1000106,Brigitte Aubert,150,,
nm10004993,Tarhan Karagöz,150,,
nm10007649,Jack Rahmad,150,,
nm1000958,Isabelle Grellat,150,,
nm1001035,Anja Herden,84,11-11-1970,
nm1001040,Julián Hernández,150,,
nm1001051,Ho-Cheung Pang,150,22-09-1973,
nm10010840,Fuyuka Kooriyama,150,,
nm1001345,Mohan Raja,150,,
nm10015149,Mahmoud Hafez,150,,
nm1001625,Renji Panicker,150,,
nm10016812,Alan Miller,150,,
nm10018575,Aparna Ambawane,150,,
nm1001863,Jeffrey Schmidt,150,,
nm1001884,Pooja Shah,84,08-08-1979,
nm1002010,Lilla Sárosdi,150,06-08-1976,
nm10021775,Alli Neumann,150,,
nm1002258,Wagner de Assis,150,,
nm10024442,Xingzai Wu,150,,
nm1002641,Dominic Cooper,84,02-06-1978,
nm1002664,Michael Eklund,84,,
nm1002718,Johnny Harra,150,,
nm1003081,Sonja Richter,84,04-01-1974,
nm10038972,Yoon-Hong Kim,150,,
nm10041361,Emre Gül,150,,
nm10042639,Pandian,150,,
nm1004635,Ana López Mercado,150,03-07-1981,
nm1004887,Pradeep Singh Rawat,150,,
nm1004985,Yashpal Sharma,150,09-08-1970,
nm10055524,Dharun Bala,150,,
nm10056860,Ramesh Adithya,150,,
nm10057971,Kyu-Jang Cho,150,,
nm10063029,Bai Xue,150,,
nm1006439,Charlene Amoia,84,,
nm10074801,Lauren Amelia Arouni,150,,
nm10074807,Martin Pierre,150,,
nm1007581,Manobala,150,,
nm1007956,Aida Riyad,150,,
nm1008202,Katarina Stegnar,150,,
nm10085705,Jue Zhang,150,,
nm1008619,Michael Knowles,150,,
nm1009068,Ryan Freeman,150,04-06-1977,
nm1009277,Dax Shepard,84,02-01-1975,
nm1009429,Monique Gläser,150,,
nm1010724,Corinne Foxx,84,15-02-1994,
nm10109086,Tiyasha Pal,150,,
nm10113413,Darwin Contreras,150,,
nm1011411,Tenmei Kano,150,,
nm1011531,Carrie Lazar,150,,
nm10116792,Mahendra,150,,
nm10117354,Anwulika Alphonsus,150,,
nm10117357,Mariam Sanusi,150,,
nm10117358,Angela Ekeleme,150,,
nm1011775,Keitarô Motonaga,150,,
nm1011962,Josefine Preuß,84,13-01-1986,
nm1012117,Sang-Jung Kim,84,18-05-1905,
nm1012197,Elena Siritto,150,,
nm1012247,Cassie Steele,84,02-12-1989,
nm1012485,Wendy Winders,150,,
nm1012570,Ahmed el-Sakka,84,01-03-1973,
nm10127831,Kayrat Kemalo,150,,
nm1012967,Brad Carter,84,05-12-1973,
nm1013003,Michael Ealy,84,03-08-1973,
nm1013087,Suranne Jones,84,27-08-1978,
nm10131322,Levy Menn,150,,
nm10131552,Riki Ôkuma,150,,
nm10135533,Lucio Rojas,150,,
nm10135649,Raúl Álvarez,150,,
nm1013662,Norberto López Amado,150,18-05-1905,
nm1013665,Marco Ponti,150,25-07-1967,
nm1013712,Paul Andresen,150,,
nm10139839,Cailun Huang,150,,
nm1014371,Akshay Anand,150,,
nm1014417,Ogie Banks,84,13-06-1973,
nm1014577,Mónica Cervera,150,06-06-1975,
nm1014930,Antoinette Guiney,150,,
nm10150409,Divine,150,,
nm1015262,Leighton Meester,84,09-04-1986,
nm10154339,Rinku Das,150,,
nm10155034,Toddi Lauren Brown,150,,
nm1015599,Tuncer Sevi,150,,
nm10156067,Ia Arteta,150,,
nm10156068,Federico Sack,150,,
nm1015695,Sergio Surraco,150,16-08-1978,
nm1015884,Giovanna Zacarías,150,11-12-1976,
nm10159840,Miroslava Filippovich,150,,
nm1016044,W.D. Hogan,150,,
nm1016334,Daniel Fathers,84,23-03-1966,
nm1016400,Kelvin Kwan,150,,
nm1016428,James Marsh,84,30-04-1963,
nm1016557,Toby Walton,150,,
nm1017215,Jessica Gower,150,30-05-1905,
nm1017334,Juno Temple,84,21-07-1989,
nm1017524,Audrey Marie Anderson,84,07-03-1975,
nm1017762,Jianbin Chen,84,27-06-1970,
nm10178537,Noureddine Benallouche,150,,
nm1017884,Ayse Demirel,150,,
nm10183382,Sara Chiriacescu,150,,
nm10183548,Cora Kaufman,150,,
nm1018373,Sung-Jae Lee,84,23-08-1970,
nm1018488,Wendi McLendon-Covey,84,10-10-1969,
nm1018493,Rakeysh Omprakash Mehra,150,07-07-1963,
nm1018623,Dorota Nvotová,84,27-10-1982,
nm10186256,Jose Sebastian,150,,
nm1018679,Steven Pasquale,84,18-11-1976,
nm1018717,Ewa Piaskowska,150,,
nm10195363,Zhalgas Klanov,150,,
nm10195365,Zhasulan Userbayev,150,,
nm10195366,Ruslan Userbayev,150,,
nm1019920,Buster Reeves,84,07-01-1975,
