id,name,height,date_of_birth,known_for_movies
nm0385639,Brendan Hines,200,28-12-1976,
nm0385976,Darby Hinton,200,19-08-1957,
nm0386246,Rajkumar Hirani,150,20-11-1962,
nm0386286,Hiroaki Hirata,200,07-08-1963,
nm0386382,Ryuichi Hiroki,150,08-05-1905,
nm0386384,Hiroki Shibata,150,,
nm0386472,Emile Hirsch,200,13-03-1985,
nm0386735,Juuso Hirvikangas,150,,
nm0386752,Aya Hisakawa,200,12-11-1968,
nm0386973,Carl K. Hittleman,150,28-07-1907,
nm0386991,Rupert Hitzig,150,,
nm0387009,Erik Hivju,150,24-09-1947,
nm0387045,René Hiéronimus,150,1893-07-22,
nm0387218,Josef Hlinomaz,150,09-10-1914,
nm0387225,Zbynek Hloch,150,09-07-1934,
nm0387360,Pak-Kwong Ho,150,,
nm0387363,Peter Ho,200,13-09-1975,
nm0387548,Deborah Hobart,150,03-05-1905,
nm0387828,Christoph Hochhäusler,150,10-07-1972,
nm0387987,Kane Hodder,200,08-04-1955,
nm0388082,Kate Hodge,200,02-01-1966,
nm0388382,Tyler Hoechlin,200,11-09-1987,
nm0388608,Pim van Hoeve,200,09-11-1967,
nm0388732,Stig Henrik Hoff,200,04-02-1965,
nm0389000,Lee Hoffman,150,14-08-1932,
nm0389005,Linda Hoffman,150,,
nm0389384,Martin Hofmann,150,31-03-1978,
nm0389463,Maria Hofstätter,200,30-03-1964,
nm0389830,Brian Hohlfeld,150,30-03-1957,
nm0390039,John Holbrook,150,,
nm0390215,Joyce Holden,150,01-09-1930,
nm0390285,Kris Holden-Ried,200,01-08-1973,
nm0390676,Edna Holland,150,1895-09-20,
nm0390710,John Holland,150,16-05-1908,
nm0390822,Savage Steve Holland,150,13-05-1905,
nm0390979,Anthony Holles,200,17-01-1901,
nm0391134,Dara Hollingsworth,200,24-10-1981,
nm0391458,Frigyes Hollósi,150,21-04-1941,
nm0391699,Sten Holmberg,150,,
nm0392004,Phillips Holmes,200,22-07-1907,
nm0392067,Taylor Holmes,200,1878-05-16,
nm0392103,Erik Holmey,150,25-02-1942,
nm0392319,Marius Holst,150,15-01-1965,
nm0392350,Michael W. Horsten,150,,
nm0392519,Seth Holt,150,21-06-1923,
nm0392529,Tim Holt,200,05-02-1919,
nm0392670,Vera Holtz,150,07-08-1953,
nm0392833,Allan Holzman,150,29-04-1905,
nm0392913,Lluís Homar,150,20-04-1957,
nm0393028,Oskar Homolka,150,1898-08-12,
nm0393125,Marcus Hondro,150,,
nm0393201,Anh Hong,150,,
nm0393287,Hongjian Hao,150,,
nm0393291,Kôjirô Hongô,150,15-02-1938,
nm0393310,Howard Honig,150,17-04-1931,
nm0393535,Randeep Hooda,200,20-08-1976,
nm0393780,Nellee Hooper,150,,
nm0393812,Wendy Hoopes,150,04-11-1972,
nm0394034,Nicholas Hope,150,25-12-1958,
nm0394051,Vida Hope,150,16-12-1910,
nm0394054,William Hope,200,02-03-1955,
nm0394199,Joel Hopkins,150,06-09-1970,
nm0394200,John Hopkins,150,27-01-1931,
nm0394248,Neil Hopkins,200,13-05-1977,
nm0394261,Rhonda Leigh Hopkins,150,11-12-1947,
nm0394347,Edgar Hoppe,200,18-12-1937,
nm0394409,Jerry Hopper,150,29-07-1907,
nm0394430,Ruthanna Hopper,150,05-12-1972,
nm0394434,Tim Hopper,150,,
nm0394679,Yui Horie,200,20-09-1976,
nm0394690,Ryô Horikawa,200,01-02-1958,
nm0394776,Sherry Hormann,150,20-04-1960,
nm0394924,Trevor Horn,150,15-07-1949,
nm0395023,James W. Horne,150,1881-12-14,
nm0395259,Adam Horovitz,200,31-10-1966,
nm0395941,Marjorie Hoshelle,150,07-01-1918,
nm0395950,Sôichirô Hoshi,150,30-05-1972,
nm0396063,Catherine Hosmalin,150,,
nm0396106,Tatsuo Hosoya,150,,
nm0396125,Nina Hoss,200,07-07-1975,
nm0396355,Germain Houde,150,14-12-1952,
nm0396391,Michel Houellebecq,150,26-02-1956,
nm0396558,Nicholas Hoult,200,07-12-1989,
nm0396623,Alex House,200,11-12-1986,
nm0396812,Danny Huston,200,14-05-1962,
nm0396924,Carice van Houten,200,05-09-1976,
nm0396992,Anders Hove,200,16-01-1956,
nm0397023,Tamara Hovey,150,,
nm0397156,Boothe Howard,150,1890-10-02,
nm0397445,Kyle Howard,150,13-04-1978,
nm0397555,Rance Howard,200,17-11-1928,
nm0397637,Thomas Howard,200,26-12-1969,
nm0397843,Jenny Howe,150,,
nm0397959,Dean Howell,150,25-12-1962,
nm0397982,Hoke Howell,200,27-08-1929,
nm0398032,Peter Howell,150,25-10-1919,
nm0398102,Ursula Howells,200,17-09-1922,
nm0398111,Billy Howerdel,200,18-05-1970,
nm0398286,Perry Howze,150,,
nm0398417,Cristina Hoyos,150,13-06-1946,
nm0398466,John Hoyt,200,05-10-1905,
nm0398575,Jan Hrebejk,150,27-06-1967,
nm0398771,Hsueh Li Pao,150,19-04-1905,
nm0398782,Hsieh Wang,200,05-05-1930,
nm0398789,Hsu Chien Hsin,150,,
nm0398790,Sun Wong,150,,
nm0398798,Hsiung Chao,150,,
nm0398985,Feng Huang,150,,
nm0399015,Lei Huang,150,06-12-1971,
nm0399039,Shirley Huang,150,09-05-1949,
nm0399044,Shuqin Huang,150,,
nm0399062,Yi Huang,200,13-09-1979,
nm0399068,Yong Huang,150,,
nm0399088,Patrick Huard,150,02-01-1969,
nm0399214,Paul Hubbard,150,,
nm0399464,Jean-Loup Hubert,150,04-10-1949,
nm0399531,Whip Hubley,200,17-05-1957,
nm0399738,Warrington Hudlin,150,16-07-1952,
nm0399853,Hugh Hudson,150,25-08-1936,
nm0399903,Larry Hudson,150,,
nm0399968,Stephanie Hudson,150,20-05-1905,
nm0399981,Toni Hudson,200,,
nm0400177,David Huey,150,,
nm0400199,C.L. Huff,150,,
nm0400652,Howard Hughes,200,24-12-1905,
nm0400731,Ken Hughes,150,19-01-1922,
nm0400763,Lloyd Hughes,200,1897-10-21,
nm0400816,Miko Hughes,200,22-02-1986,
nm0400958,Terry Hughes,150,,
nm0401135,Jun-ho Heo,200,17-05-1905,
nm0401203,Raman Hui,150,16-05-1905,
nm0401204,Ricky Hui,150,03-08-1946,
nm0401286,Ferenc Hujber,200,09-09-1974,
nm0401366,Don Hulette,150,29-11-1937,
nm0401419,Dianne Hull,200,24-11-1949,
nm0401478,Warren Hull,150,17-01-1903,
nm0401638,Jens Hultén,200,06-12-1963,
nm0401945,Renée Humphrey,150,27-01-1975,
nm0402116,Cemal Hünal,200,02-10-1976,
nm0402365,Bruce Hunt,150,,
nm0402618,Robert B. Hunt,150,,
nm0402876,Jim Hunter,150,06-05-1961,
nm0402895,Kaki Hunter,150,06-11-1955,
nm0402921,Larry Hunter,150,,
nm0403096,Chuma Gault,150,,
nm0403250,Pekka Huotari,150,15-05-1905,
nm0403409,Alec Hurley,150,,
nm0403628,Michael Hurst,200,20-09-1957,
nm0403818,Walter Hus,150,,
nm0403826,Nasir Hussain,150,16-11-1926,
nm0403856,Jan Erik Husbom,150,06-05-1951,
nm0403922,Greg Huson,150,,
nm0403947,Toby Huss,200,09-12-1966,
nm0403960,Imtiaz Hussain,150,,
nm0403964,Khalid Hussain,150,,
nm0404003,Faizal Hussein,150,31-05-1967,
nm0404014,Waris Hussein,150,09-12-1938,
nm0404307,Anna Hutchison,200,08-02-1986,
nm0404485,James Huth,150,29-08-1947,
nm0404606,Brian G. Hutton,150,01-01-1935,
nm0404663,Rif Hutton,200,28-11-1955,
nm0404701,Seppo Huunonen,150,19-04-1939,
nm0405057,William Hyer,150,,
nm0405103,Sarah Hyland,200,24-11-1990,
nm0405157,Bob Hyman,150,,
nm0405337,Steve Hytner,200,28-09-1959,
nm0405347,Jarmo Hyttinen,150,24-08-1956,
nm0405586,Magnus Härenstam,200,19-06-1941,
nm0405814,Anita Höfer,150,27-02-1944,
nm0405849,Martin Högdahl,150,,
nm0405976,Mavie Hörbiger,200,14-11-1979,
nm0406082,Trond Høvik,150,05-05-1966,
nm0406099,Henry Hübchen,200,20-02-1947,
nm0406102,Daniel Hübenbecher,150,,
nm0406137,Wolfgang Hübsch,200,12-11-1939,
nm0406185,Paul Hüttel,200,13-07-1935,
nm0406298,Luiz Fernando Ianelli,150,20-03-1950,
nm0406339,Robert Iannucci,150,,
nm0406592,Masatô Ibu,200,28-03-1949,
nm0406594,Gorô Ibuki,150,02-01-1946,
nm0406696,Hiroshi Ichida,150,,
nm0406732,Mikako Ichikawa,200,13-06-1978,
nm0406901,Dick Idman,150,25-04-1950,
nm0406926,Youssef Idriss,150,,
nm0407067,Álex de la Iglesia,150,04-12-1965,
nm0407094,Eugene Iglesias,150,03-12-1926,
nm0407313,Arvo Iho,150,21-06-1949,
nm0407411,Ryô Ikebe,150,11-02-1918,
nm0407412,Shinichirô Ikebe,150,15-09-1943,
nm0407423,Hiroshi Ikeda,150,,
nm0407435,Masaru Ikeda,150,27-09-1942,
nm0407454,Shûichi Ikeda,150,02-12-1949,
nm0407789,Esa Illi,150,20-06-1962,
nm0407801,Josef Illig,150,,
nm0407901,Ilse,150,27-11-1965,
nm0408043,Hiroyuki Imaishi,150,,
nm0408089,Imanol,150,23-07-1987,
nm0408107,Laurent Imbault,150,,
nm0408195,Markus Imhoof,150,19-09-1941,
nm0408382,Levent Inanir,150,15-05-1905,
nm0408433,Ralph Ince,150,1887-01-16,
nm0408498,Jonas Inde,200,24-06-1967,
nm0408536,Franco Indovina,150,15-04-1905,
nm0408538,Lorenza Indovina,150,05-10-1966,
nm0408609,Diogo Infante,150,28-05-1967,
nm0408645,Carlo Infascelli,150,31-08-1913,
nm0408771,Jess Ingerslev,150,07-08-1947,
nm0408848,James Iglehart,150,12-09-1949,
nm0408881,Margaret Inglis,150,26-03-1905,
nm0408885,Raul Inglis,150,,
nm0409105,Valéry Inkijinoff,150,1895-03-25,
nm0409196,Innis Casey,200,26-04-1974,
nm0409204,Innocent,150,,
nm0409430,Manu Intiraymi,200,22-04-1978,
nm0409739,Biserka Ipsa,150,30-06-1950,
nm0409971,Yasunori Irikawa,150,,
nm0410065,Daniel Iron,150,,
nm0410085,Tommy Irons,150,,
nm0410127,Britt Irvin,200,10-11-1984,
nm0410400,Jennifer Irwin,200,17-06-1975,
nm0410596,Walter Isaacson,150,,
nm0410622,Katharine Isabelle,200,02-11-1981,
nm0410655,Ewa Telega,150,31-03-1962,
nm0410667,Boris Isakovic,150,14-12-1966,
nm0410832,Yûsuke Iseya,200,29-05-1976,
nm0410907,Akira Ishida,150,02-11-1967,
nm0410929,Moriyoshi Ishida,150,,
nm0410974,Shigeru Ishihara,150,,
nm0410982,Shintarô Ishihara,150,30-09-1932,
nm0411050,Hideo Ishikawa,150,13-12-1969,
nm0411167,Unshô Ishizuka,150,16-05-1951,
nm0411226,Harith Iskander,150,,
nm0411683,Ayumi Itô,200,14-04-1980,
nm0411761,Toshiko Itô,150,1895-04-01,
nm0411791,Aloysius Itoka,200,13-03-1961,
nm0411797,Hisao Itoya,150,18-10-1908,
nm0411874,Maiko Itô,150,18-08-1964,
nm0411903,Marcel Iures,150,02-08-1951,
nm0412096,Vlad Ivanov,150,04-08-1969,
nm0412119,Katina Ivanova,150,04-05-1905,
nm0412220,Hans Iveberg,150,04-05-1941,
nm0412404,Dana Ivgy,150,03-04-1982,
nm0412405,Moshe Ivgy,150,29-11-1953,
nm0412517,Shunji Iwai,150,24-01-1963,
nm0412582,Paul Iwanski,150,,
nm0412673,Ramaswamy Iyengar,150,,
nm0412755,Yelena Izmailova,150,23-09-1920,
nm0412789,María Izquierdo,150,15-12-1960,
nm0412819,Masako Izumi,150,31-07-1947,
nm0412850,Eddie Izzard,200,07-02-1962,
nm0412880,Átila Iório,150,04-04-1905,
nm0412917,Javed Jaffrey,200,04-12-1963,
nm0413465,Douglas Jackson,150,21-04-1905,
nm0413768,Lauren A Jackson,200,28-08-1976,
nm0413875,Mick Jackson,150,04-10-1943,
nm0413946,Philip Jackson,200,18-06-1948,
nm0414185,Catherine Jacob,150,16-12-1956,
nm0414750,Lars Kylmann Jacobsen,150,,
nm0414912,Sarah Jacobson,150,25-08-1971,
nm0414926,Susan Jacobson,150,,
nm0415225,Marc Jacquier,150,,
nm0415283,Claude Jade,150,08-10-1948,
nm0415382,Sam Jaeger,200,29-01-1977,
nm0415393,Anja Jaenicke,200,09-10-1963,
nm0415415,Behnaz Jafari,150,,
nm0415591,Dean Jagger,200,07-11-1903,
nm0415620,Alexa Jago,150,,
nm0415773,Jai,150,,
nm0415852,Jayaraaj,150,,
nm0416524,Geraldine James,200,06-07-1950,
nm0416548,Harry James,150,15-03-1916,
nm0416566,Ida James,200,01-06-1920,
nm0416596,Jesse James,200,14-09-1989,
nm0416893,Ron James,200,,
nm0417310,Showkar Janaki,150,12-12-1931,
nm0417520,Dong-Gun Jang,200,07-03-1972,
nm0417526,Hang-Seon Jang,150,22-02-1947,
nm0417531,In Hak Jang,150,,
nm0417583,Jovan Janicijevic-Burdus,150,18-05-1932,
nm0417711,Marko Janketic,150,05-06-1905,
nm0417909,Jana Janovská,150,16-06-1928,
nm0418131,Victor Janson,150,1884-09-25,
nm0418450,Agnès Jaoui,150,19-10-1964,
nm0418877,John Jarratt,200,05-08-1951,
nm0418889,Susan Player,150,11-10-1954,
nm0418909,Gabriel Jarret,150,01-01-1970,
nm0418986,Charles Jarrott,200,16-06-1927,
nm0419005,Joris Jarsky,150,03-12-1974,
nm0419494,Jose Javier Reyes,150,,
nm0419751,Keith Jayne,150,10-12-1960,
nm0419760,Tara Sands,150,20-09-1974,
nm0419838,Christiane Jean,150,18-05-1959,
nm0419877,Rodrigue Jean,150,,
nm0420032,Pavel Jech,150,17-06-1968,
nm0420180,Brenden Jefferson,150,03-06-1986,
nm0420279,Aaron Jeffery,200,23-05-1905,
nm0420312,Peter Jeffrey,200,18-04-1929,
nm0420382,Lang Jeffries,150,07-06-1930,
nm0420533,Milan Jelic,150,21-09-1944,
nm0420602,Uwe Jellinek,200,06-05-1905,
nm0420646,Eddie Jemison,200,,
nm0420693,Sal Jenco,150,,
nm0420765,Allen Jenkins,150,09-04-1900,
nm0420792,Burgess Jenkins,200,24-10-1973,
nm0420926,Mykel Shannon Jenkins,200,03-07-1969,
nm0420937,Noam Jenkins,150,,
nm0421232,Paul Craig Jennings,150,,
nm0421332,Ashley Jensen,200,11-08-1969,
nm0421473,Henning Jensen,150,05-01-1943,
nm0421810,Veronika Jeníková,150,04-01-1964,
nm0421817,Soo-il Jeon,150,20-07-1959,
nm0422017,Helen Jerome,200,1883-05-10,
nm0422382,Jack Jevne,200,1892-01-25,
nm0422484,Norman Jewison,200,21-07-1926,
nm0422539,Milada Jezková,150,27-06-1910,
nm0422550,Pankaj Jha,150,,
nm0422640,Wu Jiang,150,14-11-1967,
nm0422998,Lucía Jiménez,150,21-11-1978,
nm0423084,Shih-Chieh King,150,29-12-1951,
nm0423268,Jo Kuk,150,16-05-1977,
nm0423307,Joel Joan,150,02-11-1971,
nm0423399,Louise Jobin,150,27-04-1905,
nm0423518,Guy Jodoin,150,,
nm0423646,Roland Joffé,150,17-11-1945,
nm0423666,Balinder Johal,200,,
nm0423715,Chip Johannessen,150,,
nm0423765,Arthur Johansen,150,,
nm0423804,Jannik Johansen,150,,
nm0424060,Scarlett Johansson,200,22-11-1984,
nm0424103,Karan Johar,200,25-05-1972,
nm0424343,Margo Johns,200,25-02-1919,
nm0424345,Mervyn Johns,150,1899-02-18,
nm0424406,Sande N. Johnsen,150,,
nm0424481,Alexz Johnson,200,04-11-1986,
nm0424565,Ben Johnson,200,13-06-1918,
nm0424682,Bryan Johnson,200,07-12-1967,
nm0424712,Carl Johnson,150,,
nm0424836,Curley  Boo  Johnson,200,10-02-1966,
nm0424907,David C. Johnson,150,23-03-1962,
nm0424998,Douglas G. Johnson,150,,
nm0425001,Drake Johnston,200,27-03-1995,
nm0425364,Jesse V. Johnson,200,29-11-1971,
nm0425490,Karl Johnson,200,01-03-1948,
nm0425543,Kenny Johnson,200,13-07-1963,
nm0425587,Kyle Johnson,150,14-08-1951,
nm0425644,Lia Johnson,150,,
nm0425801,Melodie Johnson,150,23-10-1943,
nm0425957,Patrick Read Johnson,150,07-05-1962,
nm0426038,Rebecca Johnson,200,,
nm0426435,Wil Johnson,200,18-04-1965,
nm0426510,Aaron Kim Johnston,150,,
nm0426518,Alena Johnston,200,02-05-1905,
nm0426799,Oliver Johnston,150,1888-04-30,
nm0427136,Pierre Jolivet,150,09-10-1952,
nm0427157,I. Stanford Jolley,200,24-10-1900,
nm0427379,Kristoffer Joner,200,19-09-1972,
nm0427389,Sam Jones III,200,29-04-1983,
nm0427468,Amy Holden Jones,150,,
nm0427478,Andrew P. Jones,150,13-07-1966,
nm0427757,Christopher Jones,200,04-02-1982,
nm0427894,Dean Jones,200,25-01-1931,
nm0428034,Elwyn Jones,150,19-12-1923,
nm0428059,F. Richard Jones,150,1893-09-07,
nm0428065,Felicity Jones,200,17-10-1983,
nm0428160,Gordon Jones,200,05-04-1911,
nm0428319,Jason Jones,150,03-06-1973,
nm0428382,Jill Marie Jones,200,04-01-1975,
nm0428591,Lil  Kim,200,11-07-1974,
nm0428600,Kirk Jones,200,31-10-1964,
nm0428656,Leslie Jones,200,07-09-1967,
nm0428706,Lucinda Jones,150,23-05-1905,
nm0428923,Nathan Jones,200,21-08-1969,
nm0428963,Orlando Jones,200,10-04-1968,
nm0429012,Peter Jones,150,12-06-1920,
nm0429114,Richard T. Jones,200,16-01-1972,
nm0429134,Robert Jones,150,,
nm0429171,Ron Cephas Jones,200,,
nm0429363,Toby Jones,200,07-09-1966,
nm0430015,Jim Jordan,150,1896-11-16,
nm0430074,Leslie Jordan,200,29-04-1955,
nm0430485,Lal Jose,150,,
nm0430782,Joshiy,150,,
nm0430803,Mohan Joshi,150,04-09-1945,
nm0430809,Pallavi Joshi,150,04-04-1969,
nm0430817,Sharman Joshi,200,28-04-1979,
nm0430825,Vidyadhar Joshi,150,,
nm0431438,Mark Joy,150,31-07-1950,
nm0431451,Robert Joy,200,17-08-1951,
nm0431454,Ron Joy,150,07-06-1931,
nm0431506,Christopher Joyce,150,,
nm0431520,Ella Joyce,150,12-06-1954,
nm0431662,Michelle Joyner,150,17-09-1961,
nm0431871,Steven Judd,150,,
nm0432429,Mi-seon Jeon,150,07-12-1972,
nm0432521,Clint Jung,200,,
nm0432531,Jing Fang,150,,
nm0432568,Mathias Jung,150,,
nm0432591,Jung Suh,200,19-06-1972,
nm0432666,Edyta Jungowska,150,01-02-1966,
nm0433093,Risto Jussila,150,,
nm0433124,Mercedes Juste,150,,
nm0433267,Claude Jutra,150,11-03-1930,
nm0433392,Jyotika,150,18-10-1978,
nm0433476,Otto Jägersberg,150,19-05-1942,
nm0433502,Jonna Järnefelt,200,03-10-1964,
nm0433507,Anna Järphammar,200,13-01-1968,
nm0433520,Sakke Järvenpää,200,,
nm0433550,Nina Jääskeläinen,150,27-03-1966,
nm0433603,Gunnar Jónsson,150,,
nm0433738,Niels Jørgensen,150,07-02-1956,
nm0433828,Stefan Jürgens,200,26-02-1963,
nm0433853,Balan K. Nair,150,,
nm0433884,K.P.A.C. Lalitha,150,,
nm0433893,K.S. Ravikumar,150,,
nm0433895,K.V. Anand,150,30-10-1966,
nm0433907,Dayton Ka ne,150,08-05-1905,
nm0434035,Barna Kabay,150,15-08-1948,
nm0434191,Nadia Kaci,150,,
nm0434195,Olga Kacjan,150,30-03-1952,
nm0434263,Kishore Kadam,150,,
nm0434349,Christopher Kadish,150,,
nm0434389,Larisa Kadochnikova,150,30-08-1937,
nm0434420,Rialda Kadric,150,14-06-1963,
nm0434571,Jeremy Kagan,150,14-12-1945,
nm0434600,Yukie Kagawa,150,01-02-1948,
nm0435218,Terry Kiser,200,01-08-1939,
nm0435219,Thomas Kaiser,150,18-04-1970,
nm0435232,Connie Kaiserman,150,,
nm0435429,Leonidas Kakouris,150,,
nm0435677,Toni Kalem,150,29-08-1950,
nm0435701,Michael Kalesniko,150,14-05-1905,
nm0436139,Rezija Kalnina,150,23-12-1970,
nm0436157,Xenia Kalogeropoulou,150,11-09-1936,
nm0436206,Jampa Kalsang,150,,
nm0436298,Aleksandr Kalyagin,200,25-05-1942,
nm0436302,Pawan Kalyan,200,02-09-1971,
nm0436315,Salih Kalyon,150,29-04-1905,
nm0436382,Kamal,150,28-11-1957,
nm0436528,Stanley Kamel,200,01-01-1943,
nm0436549,Kazuya Kamenashi,200,23-02-1986,
nm0436778,Hiroshi Kamiya,200,28-01-1975,
nm0436788,Takuzô Kamiyama,150,22-11-1931,
nm0436803,Piotr Kamler,150,30-06-1936,
nm0436878,Zoltán Kamondi,150,06-04-1960,
nm0437156,Ilias Kanchan,150,24-12-1956,
nm0437231,Hussein Kandil,150,,
nm0437283,Christian Kane,200,27-06-1972,
nm0437490,Rolfe Kanefsky,150,05-03-1969,
nm0437580,Takeshi Kaneshiro,200,11-10-1973,
nm0437592,Vitali Kanevsky,150,04-09-1935,
nm0437802,Ellie Kanner,150,,
nm0437852,Lyle Kanouse,150,12-07-1952,
nm0437901,Igo Kantor,150,18-08-1930,
nm0438092,Dimple Kapadia,200,08-06-1957,
nm0438101,Costas Kapakas,150,06-05-1905,
nm0438201,Betty Kaplan,150,,
nm0438494,Rajat Kapoor,150,11-02-1961,
nm0438501,Rishi Kapoor,200,04-09-1952,
nm0438503,Sanjay Kapoor,200,17-10-1965,
nm0438663,Juro Kara,150,11-02-1940,
nm0438682,Ron Karabatsos,200,22-04-1933,
nm0438708,Sevda Karaca,150,05-02-1956,
nm0438751,Hermine Karagheuz,150,,
nm0438757,Njeri Karago,150,13-05-1905,
nm0438769,Demir Karahan,200,25-03-1944,
nm0438829,Reza Karam Rezai,150,,
nm0438952,Romuald Karas,150,08-02-1935,
nm0439178,Michael Karen,150,25-07-1968,
nm0439294,Patricia Karim,150,03-02-1935,
nm0439312,Niki Karimi,200,10-11-1971,
nm0439397,Pekka Karjalainen,150,,
nm0439435,Fritz Karl,200,21-12-1967,
nm0439466,Olga Karlatos,150,20-04-1945,
nm0439693,Þráinn Karlsson,150,24-05-1939,
nm0439781,Richard Karn,200,17-02-1956,
nm0439998,Svetlana Karpinskaya,150,16-09-1937,
nm0440137,Lado Karsanidze,150,23-04-1909,
nm0440149,Valérie Karsenti,200,26-08-1968,
nm0440171,Eric Karson,150,,
nm0440229,Vincent Kartheiser,200,05-05-1979,
nm0440231,Karthik,150,,
nm0440346,Gerhard Karzel,200,27-09-1955,
nm0440369,Worke Kasa,150,,
nm0440546,Tolga Kashif,150,,
nm0440574,Takashi Kashiwabara,200,16-03-1977,
nm0440604,Anurag Kashyap,150,10-09-1972,
nm0440758,Ewa Kasprzyk,150,01-01-1957,
nm0440815,Csongor Kassai,150,24-08-1972,
nm0440913,Mathieu Kassovitz,200,03-08-1967,
nm0440929,Eleni Kastani,150,,
nm0440997,John Kastner,150,,
nm0441161,Reiko Kataoka,150,20-12-1971,
nm0441322,Kimi Katkar,200,11-12-1965,
nm0441364,Kazuhiko Kato,150,30-04-1905,
nm0441449,Shingo Katori,200,31-01-1977,
nm0441502,Aleka Katselli,150,19-10-1917,
nm0441549,Mika Katsumura,200,31-05-1980,
nm0441592,Chris Kattan,200,19-10-1970,
nm0441654,Cindy Katz,150,,
nm0441809,Naama Kates,200,11-01-1985,
nm0442207,Lloyd Kaufman,200,30-12-1945,
nm0442237,Paul A. Kaufman,150,02-12-1964,
nm0442270,Sue Kaufman,150,07-08-1926,
nm0442287,William Kaufman,150,,
nm0442304,Christine Kaufmann,200,11-01-1945,
nm0442307,Deborah Kaufmann,200,23-03-1970,
nm0442395,Mahesh Kaul,150,10-04-1911,
nm0442454,Aki Kaurismäki,200,04-04-1957,
nm0442472,Raj Kaushal,150,,
nm0442479,Satish Kaushik,150,13-04-1956,
nm0442594,Yardly Kavanagh,150,,
nm0442859,Nicola Kawana,200,23-05-1905,
nm0442873,Daijiro Kawaoka,150,14-03-1978,
nm0442891,Keizô Kawasaki,150,01-07-1933,
nm0442905,Naomi Kawase,150,30-05-1969,
nm0443004,Billy Kay,200,10-04-1985,
nm0443221,Bülent Kayabas,200,18-06-1945,
nm0443406,Thorsten Kaye,200,22-02-1966,
nm0443502,Dick Kaysø,150,13-02-1947,
nm0443509,Iemasa Kayumi,200,31-10-1932,
nm0443562,Shunsuke Kazama,150,17-06-1983,
nm0443592,Stéphane Kazandjian,150,,
nm0443609,Gennadiy Kazanskiy,150,01-12-1910,
nm0443640,Kaoru Kaze,150,,
nm0443811,Marie Kean,150,27-06-1918,
nm0443857,James Keane,150,1874-03-23,
nm0444196,Richard Keats,150,08-04-1964,
nm0444244,Abdellatif Kechiche,150,07-12-1960,
nm0444248,Salim Kechiouche,150,02-04-1979,
nm0444339,James Kee,150,,
nm0444624,Tom Keena,150,,
nm0444796,Tina Keeper,150,20-03-1962,
nm0445289,Richard Keith,200,29-11-1982,
nm0445463,Atmen Kelif,150,01-04-1968,
nm0445496,Laura A. Kellam,150,,
nm0445715,Marthe Keller,200,28-01-1945,
nm0445808,Barbara Kellerman,150,01-03-1949,
nm0445860,Alan Kelley,150,,
nm0445863,Alice Kelley,150,14-05-1932,
nm0445908,Gary Kelley,150,,
nm0446037,Mike Kellin,200,26-04-1922,
nm0446298,Daniel Hugh Kelly,200,10-08-1952,
nm0446343,Don Kelly,150,17-03-1924,
nm0446672,Michael Kelly,200,22-05-1969,
nm0446771,Paul Kelly,150,13-01-1955,
nm0446936,Vince Kelley,150,,
nm0447125,Pert Kelton,200,14-10-1906,
nm0447181,Kembra Pfahler,150,04-08-1967,
nm0447259,Barbara Kemp,150,,
nm0447534,Amos Kenan,150,02-05-1927,
nm0447597,Henry Kendall,150,1897-05-28,
nm0447695,Anna Kendrick,200,09-08-1985,
nm0447868,Philip Kenneally,150,08-12-1914,
nm0447992,Deborah Kennedy,200,,
nm0448053,Gordon Kennedy,150,22-02-1958,
nm0448505,Sean Kenney,150,13-03-1944,
nm0448731,Elizabeth Kent,150,,
nm0448743,Gary Kent,200,07-06-1933,
nm0448867,Ted J. Kent,150,06-10-1901,
nm0448907,Else Kentner,150,,
nm0449431,András Kern,200,28-01-1948,
nm0449652,Bill Kerr,150,10-06-1922,
nm0449692,Frank Kerr,150,,
nm0449713,Herbert Kerr,150,21-04-1927,
nm0449828,Mamaengaroa Kerr-Bell,150,,
nm0449946,Gerald Kersh,150,26-08-1911,
nm0450134,Ned Kerwin,150,,
nm0450210,Suna Keskin,150,23-04-1905,
nm0450240,Steve Kesmodel,150,,
nm0450418,Christian Kesten,150,,
nm0450509,Frank Ketelaar,150,,
nm0450534,Peter Ketnath,200,06-06-1974,
nm0450810,Evelyn Keyes,200,20-11-1916,
nm0450975,Konstantin Khabenskiy,200,11-01-1972,
nm0451032,Omar Khairat,150,,
nm0451148,Aamir Khan,200,14-03-1965,
nm0451170,Arbaaz Khan,200,04-08-1967,
nm0451174,Arshad Warsi,200,19-04-1968,
nm0451207,Faisal Khan,150,01-09-1966,
nm0451234,Irrfan Khan,200,07-01-1967,
nm0451264,Mohsin Khan,200,15-03-1955,
nm0451291,Raju Khan,150,,
nm0451321,Shah Rukh Khan,200,02-11-1965,
nm0451351,Ayub Khan-Din,150,14-05-1905,
nm0451376,Arsinée Khanjian,150,06-09-1958,
nm0451379,Akshaye Khanna,200,28-03-1975,
nm0451391,Rahul Khanna,200,20-06-1972,
nm0451422,Dmitriy Kharatyan,200,21-01-1960,
nm0451544,Malek Jahan Khazai,150,10-08-1949,
nm0451561,Sachin Khedekar,150,14-03-1965,
nm0451574,Gohar Kheirandish,200,21-08-1954,
nm0451712,Aleksandr Khochinsky,150,29-02-1944,
nm0451718,Behzad Khodaveisi,150,,
